Lfd. Nr.;AHB;"Beschreibung des Anwendungsfalls aus dem AHB (EDIFACT)
API-Webservice (API)";Prüfidentifikator;Reaktion auf Prüfidentifikator;Prozessbeschreibung;"Prozessschritt aus 
Kapitel";Bezeichnung aus Sequenzdiagramm;Prozessschritt aus Sequenzdiagramm;Aktion;Kommunikation von;Kommunikation an;Zuordnung zu einem Objekt;Zuordnung zu einem Geschäftsvorfall;Erweiterte Zuordnung;Objekteigenschaft;Sparte Strom;"Sparte 
Gas";Übertragungsweg;Fußnote;Meilenstein;"Kommunikation von : 
Auslösende Events";"Kommunikation von: 
Lesende Schnittstellen";"Kommunikation von: 
Schreibende Schnittstellen";"Kommunikation an: 
Lesende Schnittstellen";"Kommunikation an: 
Schreibende Schnittstellen"
23210;IFTSTA AHB;Bestellungsbeendigung;21044;--;GPKE Teil 3;1.3.6.2;Beendigung einer Konfiguration vom MSB;1;Information über die Beendigung einer Konfiguration;MSB;NB;--;ZG-T47;--;--;X;--;AS4;;2;;;;;
23220;IFTSTA AHB;Bestellungsbeendigung;21044;--;GPKE Teil 3;1.3.6.2;Beendigung einer Konfiguration vom MSB;2;Information über die Beendigung einer Konfiguration;MSB;LF;--;ZG-T47;--;--;X;--;AS4;;2;;;;;
23230;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Bestellung Beendigung einer Konfiguration;17129;--;GPKE Teil 3;1.3.6.2;Beendigung einer Konfiguration vom MSB;3;Beendigung einer Konfiguration für weiter betroffene Lokationen;MSB;weiterer MSB;--;ZG-T54;--;--;X;--;AS4;;2;;;;;
23240;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Mitteilung zur Beendigung Konfiguration;19131;--;GPKE Teil 3;1.3.6.2;Beendigung einer Konfiguration vom MSB;4;Antwort;weiterer MSB;MSB;--;ZG-T14;--;--;X;--;AS4;;2;;;;;
23250;--;--;--;--;GPKE Teil 3;1.3.6.2;Beendigung einer Konfiguration vom MSB;5;ref Stammdatenänderung vom MSB (verantwortlich) ausgehend;weiterer MSB;--;--;--;--;--;X;--;--;;2;;;;;
23260;--;--;--;--;GPKE Teil 3;1.3.6.2;Beendigung einer Konfiguration vom MSB;6;ref Stammdatenänderung vom MSB (verantwortlich) ausgehend;MSB;--;--;--;--;--;X;--;--;;2;;;;;
23270;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Einrichtung Konfiguration Zuordnung LF von NB;17134;--;GPKE Teil 3;1.3.7.2;Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Marktlokation bzw. Tranche;1;Einrichtung der Konfigurationen ;NB;MSB;ZO-T15;--;--;--;X;--;AS4;;1;;;;;
23280;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Einrichtung Konfiguration Zuordnung LF von MSB;17135;--;GPKE Teil 3;1.3.7.2;Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Marktlokation bzw. Tranche;2;Einrichtung der Konfigurationen ;MSB;weiterer MSB;ZO-T15;--;--;--;X;--;AS4;;1;;;;;
23290;--;--;--;--;GPKE Teil 3;1.3.7.2;Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Marktlokation bzw. Tranche;3;ref Stammdatenänderung vom MSB (verantwortlich) ausgehend;weiterer MSB;--;--;--;--;--;X;--;--;;2;;;;;
23300;--;--;--;--;GPKE Teil 3;1.3.7.2;Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Marktlokation bzw. Tranche;4;ref Aufbereitung und Übermittlung von Werten vom MSB der Messlokation ;weiterer MSB;--;--;--;--;--;X;--;--;;2;;;;;
23310;--;--;--;--;GPKE Teil 3;1.3.7.2;Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Marktlokation bzw. Tranche;5;ref Stammdatenänderung vom MSB (verantwortlich) ausgehend;MSB;--;--;--;--;--;X;--;--;;2;;;;;
23320;--;--;--;--;GPKE Teil 3;1.3.7.2;Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Marktlokation bzw. Tranche;6;ref Aufbereitung und Übermittlung von Werten vom MSB der Messlokation;MSB;--;--;--;--;--;X;--;--;;2;;;;;
23330;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/konfiguration/;--;x;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);1;Anweisung Steuerbefehl vom NB an MSB;NB;MSB;--;--;EZ-05;--;X;--;API;;2;;;;;
23340;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/initialZustand/;--;x;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);1;Anweisung Steuerbefehl vom NB an MSB;NB;MSB;--;--;EZ-05;--;X;--;API;;2;;;;;
23350;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/vorleaufigePositiveAntwort/;--;/steuerbefehl/konfiguration/, /steuerbefehl/initialZustand/;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);2;Mitteilung zum weiteren Vorgehen;MSB;NB;--;--;EZ-04;--;X;--;API;;2;;;;;
23360;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/vorleaufigeNegativeAntwort/;--;/steuerbefehl/konfiguration/, /steuerbefehl/initialZustand/;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);2;Mitteilung zum weiteren Vorgehen;MSB;NB;--;--;EZ-04;--;X;--;API;;2;;;;;
23370;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/positiveAntwort/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);3;Antwort auf Anweisung;MSB;NB;--;--;EZ-04;--;X;--;API;;2;;;;;
23380;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/negativeAntwort/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);3;Antwort auf Anweisung;MSB;NB;--;--;EZ-04;--;X;--;API;;2;;;;;
23390;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/informationAnweisung/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);4;Information über erfolgreiche Einrichtung eines Steuerbefehls des NB;MSB;LF;--;--;EZ-04;--;X;--;API;;2;;;;;
23400;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/positiveAntwort/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);5;Information über erfolgreiche Einrichtung eines Steuerbefehls des NB;MSB;weiterer MSB;--;--;EZ-04;--;X;--;API;;2;;;;;
23410;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/negativeAntwort/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);5;Information über erfolgreiche Einrichtung eines Steuerbefehls des NB;MSB;weiterer MSB;--;--;EZ-04;--;X;--;API;;2;;;;;
23420;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/information/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);6;Information über erfolgreiche Einrichtung eines Steuerbefehls des NB;MSB;LF;--;--;EZ-05;--;X;--;API;;2;;;;;
23430;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/information/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);7;Information über erfolgreiche Einrichtung eines Steuerbefehls des NB;MSB;MSB (weiterer);--;--;EZ-05;--;X;--;API;;2;;;;;
23440;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/information/;--;--;GPKE Teil 3;2.1.2;Steuerbefehl vom NB an MSB (UF B016);8;Information über erfolgreiche Einrichtung eines Steuerbefehls des NB;MSB;ÜNB;--;--;EZ-05;--;X;--;API;;2;;;;;
23450;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/konfiguration/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B016);1;Bestellung Steuerbefehl vom LF an MSB;LF;MSB;--;--;EZ-05;--;X;--;API;;2;;;;;
23460;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/initialZustand/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);1;Bestellung Steuerbefehl vom LF an MSB;LF;MSB;--;--;EZ-05;--;X;--;API;;2;;;;;
23470;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/vorleaufigePositiveAntwort/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);2;Mitteilung zum weiteren Vorgehen;MSB;LF;--;--;EZ-04;--;X;--;API;;2;;;;;
23480;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/vorleaufigeNegativeAntwort/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);2;Mitteilung zum weiteren Vorgehen;MSB;LF;--;--;EZ-04;--;X;--;API;;2;;;;;
23490;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/positiveAntwort/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);3;Antwort auf Bestellung;MSB;LF;--;--;EZ-04;--;X;--;API;;2;;;;;
23500;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/negativeAntwort/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);3;Antwort auf Bestellung;MSB;LF;--;--;EZ-04;--;X;--;API;;2;;;;;
23510;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/informationAnweisung/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);4;Information über erfolgreiche Einrichtung eines Steuerbefehls des LF;MSB;NB;--;--;EZ-04;--;X;--;API;;2;;;;;
23520;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/positiveAntwort/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);5;Information über erfolgreiche Einrichtung eines Steuerbefehls des LF;MSB;weiterer MSB;--;--;EZ-04;--;X;--;API;;2;;;;;
23530;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/negativeAntwort/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);5;Information über erfolgreiche Einrichtung eines Steuerbefehls des LF;MSB;weiterer MSB;--;--;EZ-04;--;X;--;API;;2;;;;;
23540;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/information/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);6;Information über erfolgreiche Einrichtung eines Steuerbefehls des LF;MSB;NB;--;--;EZ-05;--;X;--;API;;2;;;;;
23550;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/information/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);7;Information über erfolgreiche Einrichtung eines Steuerbefehls des LF;MSB;MSB (weiterer);--;--;EZ-05;--;X;--;API;;2;;;;;
23560;API-Webdienste zur prozessualen Abwicklung von Steuerungshandlungen in Verbindung mit intelligenten Messsystemen (iMS) Universalbestellprozess;/steuerbefehl/information/;--;--;GPKE Teil 3;2.1.3;Steuerbefehl vom LF an MSB (UF B024);8;Information über erfolgreiche Einrichtung eines Steuerbefehls des LF;MSB;ÜNB;--;--;EZ-05;--;X;--;API;;2;;;;;
23570;PRICAT AHB;Preisblatt Messstellenbetrieb / Konfigurationen;27002;--;GPKE Teil 3;3.4.2;Übermittlung Preisblatt A des MSB vom MSB an NB und LF;1;Preisblatt A des MSB;MSB;NB;--;Wenn SG1 RFF+ACW gefüllt ZG-T17, wenn SG1 RFF+ACW nicht vorhanden –;--;--;X;--;AS4;;2;;;;;
23580;PRICAT AHB;Preisblatt Messstellenbetrieb / Konfigurationen;27002;--;GPKE Teil 3;3.4.2;Übermittlung Preisblatt A des MSB vom MSB an NB und LF;2;Preisblatt A des MSB;MSB;LF;--;Wenn SG1 RFF+ACW gefüllt ZG-T17, wenn SG1 RFF+ACW nicht vorhanden –;--;--;X;--;AS4;;2;;;;;
23590;INVOIC / REMADV AHB;MSB-Rechnung;31009;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;1;Rechnung;MSB;NB;ZO-T13;--;--;--;X;--;AS4;;2;;;;;
23600;INVOIC / REMADV AHB;Bestätigung;33001;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;2;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23610;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;2;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23620;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;2;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23630;COMDIS AHB;Ablehnung REMADV;29001;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;3;Mitteilung, dass die ursprüngliche Rechnung korrekt war;MSB;NB;--;ZG-T46;--;--;X;--;AS4;;2;;;;;
23640;INVOIC / REMADV AHB;Bestätigung;33001;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;4;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23650;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;4;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23660;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;4;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23670;INVOIC / REMADV AHB;Stornorechnung;31004;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;5;Storno der ursprünglichen Rechnung;MSB;NB;--;ZG-T21;--;--;X;--;AS4;;2;;;;;
23680;INVOIC / REMADV AHB;Bestätigung;33001;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;6;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23690;INVOIC / REMADV AHB;Abweisung;33002;--;GPKE Teil 3;3.5.2;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und NB;6;Antwort;NB;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23700;INVOIC / REMADV AHB;MSB-Rechnung;31009;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;1;Rechnung;MSB;LF;ZO-T13;--;--;--;X;--;AS4;;2;;;;;
23710;INVOIC / REMADV AHB;Bestätigung;33001;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;2;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23720;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;2;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23730;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;2;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23740;COMDIS AHB;Ablehnung REMADV;29001;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;3;Mitteilung, dass die ursprüngliche Rechnung korrekt war;MSB;LF;--;ZG-T46;--;--;X;--;AS4;;2;;;;;
23750;INVOIC / REMADV AHB;Bestätigung;33001;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;4;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23760;INVOIC / REMADV AHB;Strom Abweisung Kopf und Summe;33003;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;4;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23770;INVOIC / REMADV AHB;Strom Abweisung Position;33004;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;4;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23780;INVOIC / REMADV AHB;Stornorechnung;31004;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;5;Storno der ursprünglichen Rechnung;MSB;LF;--;ZG-T21;--;--;X;--;AS4;;2;;;;;
23790;INVOIC / REMADV AHB;Bestätigung;33001;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;6;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23800;INVOIC / REMADV AHB;Abweisung;33002;--;GPKE Teil 3;3.5.3;Abrechnung Leistungen des Preisblatts A des MSB zwischen MSB und LF;6;Antwort;LF;MSB;--;ZG-T31;--;--;X;--;AS4;;2;;;;;
23810;UTILMD AHB Strom;Änderung Daten der NeLo;55615;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_NETZLOKATION_BASIS;n.v;LESEN_NETZLOKATION_BASIS;AKTUALISIEREN_NETZLOKATION_BASIS
23820;UTILMD AHB Strom;Änderung Daten der MeLo ;55620;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_MESSLOKATION_BASIS;n.v;LESEN_MESSLOKATION_BASIS;AKTUALISIEREN_MESSLOKATION_BASIS
23830;UTILMD AHB Strom;Änderung der Lokationsbündelstruktur;55175;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_LOKATIONSBUENDEL_BASIS;n.v.;LESEN_LOKATIONSBUENDEL_BASIS;AKTUALISIEREN_LOKATIONSBUENDEL_BASIS
23840;UTILMD AHB Strom;Änderung Blindabr.-Daten der NeLo;55225;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_AD;LESEN_NETZLOKATION_BASIS;n.v;LESEN_NETZLOKATION_BASIS;AKTUALISIEREN_NETZLOKATION_BASIS
23850;UTILMD AHB Strom;Änderung Daten der MaLo;55616;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;OE-01;X;--;AS4;;1;AENDERUNG_SD;LESEN_MARKTLOKATION_BASIS;n.v.;LESEN_MARKTLOKATION_BASIS;AKTUALISIEREN_MARKTLOKATION_BASIS
23860;UTILMD AHB Strom;Änderung Daten der TR;55617;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_TECHNISCHE_RESSOURCE_BASIS;n.v.;LESEN_TECHNISCHE_RESSOURCE_BASIS;AKTUALISIEREN_TECHNISCHE_RESSOURCE_BASIS
23870;UTILMD AHB Strom;Änderung Daten der SR;55618;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_STEUERBARE_RESSOURCE_BASIS;n.v.;LESEN_STEUERBARE_RESSOURCE_BASIS;AKTUALISIEREN_STEUERBARE_RESSOURCE_BASIS
23880;UTILMD AHB Strom;Änderung Daten der Tranche;55619;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;1;Änderung vom NB an LF;NB;LF;ZO-T1;--;--;OE-04;X;--;AS4;;2;AENDERUNG_SD;LESEN_TRANCHE_BASIS;n.v.;LESEN_TRANCHE_BASIS;AKTUALISIEREN_TRANCHE_BASIS
23890;UTILMD AHB Strom;Rückmeldung/Anfrage Daten zur NeLo;55621;55615;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;2;;LESEN_NETZLOKATION_BASIS;n.v.;n.v.;n.v.
23900;UTILMD AHB Strom;Rückmeldung/Anfrage Lokationsbündelstruktur;55180;55175;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;2;;LESEN_LOKATIONSBUENDEL_BASIS;n.v.;n.v.;n.v.
23910;UTILMD AHB Strom;Rückmeldung/Anfrage Blindabr.-Daten der NeLo;55227;55225;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;2;;LESEN_NETZLOKATION_BASIS;n.v.;n.v.;n.v.
23920;UTILMD AHB Strom;Rückmeldung/Anfrage Daten der MaLo ;55622;55616;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;1;;LESEN_MARKTLOKATION_BASIS;n.v.;n.v.;n.v.
23930;UTILMD AHB Strom;Rückmeldung/Anfrage Daten der TR;55623;55617;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;2;;LESEN_TECHNISCHE_RESSOURCE_BASIS;n.v.;n.v.;n.v.
23940;UTILMD AHB Strom;Rückmeldung/Anfrage Daten der SR;55624;55618;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;2;;LESEN_STEUERBARE_RESSOURCE_BASIS;n.v.;n.v.;n.v.
23950;UTILMD AHB Strom;Rückmeldung/Anfrage Daten der Tranche;55625;55619;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;2;;LESEN_TRANCHE_BASIS;n.v.;n.v.;n.v.
23960;UTILMD AHB Strom;Rückmeldung/Anfrage Daten der MeLo;55626;55620;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;2;Rückmeldung auf Änderung;LF;NB;--;ZG-T1;--;--;X;--;AS4;;2;;LESEN_MARKTLOKATION_BASIS;n.v.;n.v.;n.v.
23970;IFTSTA AHB;Bearbeitungsstandsmeldung;21047;--;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;3;Bearbeitungsstand zur Rückmeldung;NB;LF;--;ZG-T43;--;--;X;--;AS4;;2;;;;;
23980;UTILMD AHB Strom;Änderung Daten der NeLo;55627;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;4;Änderung vom NB an MSB;NB;MSB;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_NETZLOKATION_BASIS;n.v;LESEN_NETZLOKATION_BASIS;AKTUALISIEREN_NETZLOKATION_BASIS
23990;UTILMD AHB Strom;Änderung der Lokationsbündelstruktur;55173;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;4;Änderung vom NB an MSB;NB;MSB;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_LOKATIONSBUENDEL_BASIS;n.v.;LESEN_LOKATIONSBUENDEL_BASIS;AKTUALISIEREN_LOKATIONSBUENDEL_BASIS
24000;UTILMD AHB Strom;Änderung Daten der MaLo;55628;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;4;Änderung vom NB an MSB;NB;MSB;ZO-T1;--;--;OE-01;X;--;AS4;;1;AENDERUNG_SD;LESEN_MARKTLOKATION_BASIS;n.v.;LESEN_MARKTLOKATION_BASIS;AKTUALISIEREN_MARKTLOKATION_BASIS
24010;UTILMD AHB Strom;Änderung Daten der TR;55629;x;GPKE Teil 4;1.4.2;Stammdatenänderung vom NB (verantwortlich) ausgehend;4;Änderung vom NB an MSB;NB;MSB;ZO-T1;--;--;--;X;--;AS4;;2;AENDERUNG_SD;LESEN_TECHNISCHE_RESSOURCE_BASIS;n.v.;LESEN_TECHNISCHE_RESSOURCE_BASIS;AKTUALISIEREN_TECHNISCHE_RESSOURCE_BASIS
